deal_id,company,deal_size,deal_date,prev_deal_date,year_founded,gafam,bigtech_narrow,bigtech_large_excluding_gafamn,bigtech_large_composite,ai_giant_narrow,ai_giant_large,no_bigtech,big_no_tech,acc_inc_custom,acc_inc_pb,is_prev_gafam,is_prev_bigtech_narrow,is_prev_bigtech_large_excluding_gafamn,is_prev_bigtech_large_composite,is_prev_ai_giant_narrow,is_prev_ai_giant_large,is_prev_no_bigtech,is_prev_big_no_tech,is_prev_acc_inc_custom,is_prev_acc_inc_pb
278233-66T,Credo AI,0,2021-07-01 00:00:00,2020-01-01 00:00:00,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
194208-94T,Credo AI,12.08,2022-05-17 00:00:00,2021-07-01 00:00:00,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
268380-46T,Credo AI,19.36,2024-07-30 00:00:00,2022-05-17 00:00:00,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
265263-04T,FingerVision,0,2022-01-01 00:00:00,2021-01-01 00:00:00,2021,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
190945-72T,FingerVision,0.77,2022-03-23 00:00:00,2022-01-01 00:00:00,2021,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
250570-00T,FingerVision,0,2023-02-24 00:00:00,2022-03-23 00:00:00,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
243498-61T,FingerVision,2.6,2023-10-18 00:00:00,2023-02-24 00:00:00,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
265270-96T,FingerVision,0,2023-10-30 00:00:00,2023-10-18 00:00:00,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
93019-87T,TroveSkin,0,2017-07-21 00:00:00,2017-01-01 00:00:00,2017,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
174288-79T,AIRS Medical,0,2018-10-01 00:00:00,2018-01-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199008-37T,AIRS Medical,0,2019-02-01 00:00:00,2018-10-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
158348-98T,AIRS Medical,0,2019-12-01 00:00:00,2019-02-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
174288-61T,AIRS Medical,0,2020-11-01 00:00:00,2019-12-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
260627-59T,AIRS Medical,0,2022-01-01 00:00:00,2020-11-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
200417-41T,AIRS Medical,17.86,2022-07-27 00:00:00,2022-01-01 00:00:00,2018,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
250538-32T,AIRS Medical,0,2024-01-01 00:00:00,2022-07-27 00:00:00,2018,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
266510-17T,AIRS Medical,18.61,2024-07-10 00:00:00,2024-01-01 00:00:00,2018,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
138240-64T,Albo Climate,0,2020-02-11 00:00:00,2019-01-01 00:00:00,2019,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
138241-00T,Albo Climate,0.11,2020-03-30 00:00:00,2020-02-11 00:00:00,2019,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
180513-19T,Albo Climate,0,2021-09-01 00:00:00,2020-03-30 00:00:00,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
241168-69T,Albo Climate,0,2023-03-13 00:00:00,2021-09-01 00:00:00,2019,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
262776-88T,Albo Climate,0,2023-06-01 00:00:00,2023-03-13 00:00:00,2019,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1
262770-40T,Albo Climate,0,2023-09-14 00:00:00,2023-06-01 00:00:00,2019,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1
87887-17T,DeePhi,0,2016-04-01 00:00:00,2016-01-01 00:00:00,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140760-01T,DeePhi,0,2017-05-01 00:00:00,2016-04-01 00:00:00,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
87886-00T,DeePhi,33.95,2017-10-24 00:00:00,2017-05-01 00:00:00,2016,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
264677-95T,DeepVisionTech,0,2020-11-23 00:00:00,2019-01-01 00:00:00,2019,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
215694-55T,DeepVisionTech,3.0,2022-02-07 00:00:00,2020-11-23 00:00:00,2019,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
125404-12T,CONSTRA,0,2018-07-31 00:00:00,2016-01-01 00:00:00,2016,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
125403-85T,CONSTRA,0.05,2019-09-24 00:00:00,2018-07-31 00:00:00,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
260137-45T,CONSTRA,0,2020-12-24 00:00:00,2019-09-24 00:00:00,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
171409-06T,CONSTRA,0.25,2021-01-11 00:00:00,2020-12-24 00:00:00,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
186778-00T,CONSTRA,2.91,2022-01-18 00:00:00,2021-01-11 00:00:00,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
256606-12T,CONSTRA,0.14,2023-12-27 00:00:00,2022-01-18 00:00:00,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
275638-87T,MedHub-AI,0.88,2022-02-08 00:00:00,2018-01-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
218995-66T,MedHub-AI,0,2023-04-01 00:00:00,2022-02-08 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40380-94T,TabSquare.ai,0,2012-11-04 00:00:00,2012-01-01 00:00:00,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40380-13T,TabSquare.ai,0.37,2013-03-28 00:00:00,2012-11-04 00:00:00,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69272-20T,TabSquare.ai,3.07,2016-04-14 00:00:00,2013-03-28 00:00:00,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
112839-22T,TabSquare.ai,6.19,2018-10-10 00:00:00,2016-04-14 00:00:00,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
197155-72T,TabSquare.ai,13.06,2021-11-23 00:00:00,2018-10-10 00:00:00,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
84254-05T,Fathom Radiant,4.07,2016-10-28 00:00:00,2014-01-01 00:00:00,2014,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
156840-40T,Fathom Radiant,2.0,2020-07-24 00:00:00,2016-10-28 00:00:00,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
207618-58T,Fathom Radiant,0,2021-05-01 00:00:00,2020-07-24 00:00:00,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
155936-71T,natif.ai,0,2020-09-10 00:00:00,2019-01-01 00:00:00,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166821-58T,natif.ai,0,2021-02-15 00:00:00,2020-09-10 00:00:00,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
189865-27T,natif.ai,5.0,2022-04-07 00:00:00,2021-02-15 00:00:00,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
243784-00T,Predictive Equations,0.1,2023-09-27 00:00:00,2022-01-01 00:00:00,2022,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
126236-08T,Imsight Medical Technology,2.6,2017-07-14 00:00:00,2017-01-01 00:00:00,2017,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126236-89T,Imsight Medical Technology,7.69,2018-03-31 00:00:00,2017-07-14 00:00:00,2017,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
126238-24T,Imsight Medical Technology,5.33,2018-06-25 00:00:00,2018-03-31 00:00:00,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
126239-05T,Imsight Medical Technology,0.11,2019-01-01 00:00:00,2018-06-25 00:00:00,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
135880-75T,Imsight Medical Technology,0,2020-04-30 00:00:00,2019-01-01 00:00:00,2017,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200261-53T,Krydus,0.18,2022-03-02 00:00:00,2020-01-01 00:00:00,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100036-18T,Watiz,0,2017-01-01 00:00:00,2016-01-01 00:00:00,2016,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
190788-67T,Watiz,0.12,2017-12-01 00:00:00,2017-01-01 00:00:00,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
190789-21T,Watiz,0.1,2019-03-01 00:00:00,2017-12-01 00:00:00,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190789-57T,Watiz,0.09,2019-12-30 00:00:00,2019-03-01 00:00:00,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266667-49T,Watiz,0,2021-04-01 00:00:00,2019-12-30 00:00:00,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190789-93T,Watiz,0.53,2021-07-13 00:00:00,2021-04-01 00:00:00,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
226924-03T,Boli Technology (China),0,2017-08-09 00:00:00,2011-01-01 00:00:00,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121520-80T,Sensingtech,0,2017-01-05 00:00:00,2016-01-01 00:00:00,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121521-07T,Sensingtech,0,2018-06-01 00:00:00,2017-01-05 00:00:00,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
269980-21T,Katalyze AI,0,2024-08-01 00:00:00,2022-01-01 00:00:00,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100088-29T,Wanna (Multimedia and Design Software),1.65,2018-05-10 00:00:00,2017-01-01 00:00:00,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262704-34T,Wanna (Multimedia and Design Software),0,2019-10-10 00:00:00,2018-05-10 00:00:00,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
117137-62T,Voice Life,0.53,2019-01-15 00:00:00,2015-01-01 00:00:00,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
62696-53T,Voice Life,1.63,2019-12-20 00:00:00,2019-01-15 00:00:00,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
216217-99T,Voice Life,0,2022-12-21 00:00:00,2019-12-20 00:00:00,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
280089-19T,Staccato (Entertainment Software),0,2023-01-16 00:00:00,2023-01-01 00:00:00,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269748-82T,Petiole Pro,0,2023-01-01 00:00:00,2017-01-01 00:00:00,2017,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
269748-10T,Petiole Pro,0,2023-01-01 00:00:00,2023-01-01 00:00:00,2017,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
269747-11T,Petiole Pro,0,2024-01-01 00:00:00,2023-01-01 00:00:00,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
256480-93T,Dala (Healthcare Services),0,2024-04-07 00:00:00,2019-01-01 00:00:00,2019,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
252896-59T,Sentinus,0.16,2024-10-29 00:00:00,2023-01-01 00:00:00,2023,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
244484-38T,Modlee,0.02,2023-09-11 00:00:00,2023-01-01 00:00:00,2023,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
245073-16T,Modlee,0.57,2023-11-08 00:00:00,2023-09-11 00:00:00,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
255670-03T,Modlee,0.05,2024-03-27 00:00:00,2023-11-08 00:00:00,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180420-31T,GeoX ( Business/Productivity Software),3.36,2021-04-01 00:00:00,2018-01-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
273006-19T,GeoX ( Business/Productivity Software),17.12,2024-09-25 00:00:00,2021-04-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
128930-23T,Retrieva,2.03,2017-11-14 00:00:00,2016-01-01 00:00:00,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128930-14T,Retrieva,0,2018-03-01 00:00:00,2017-11-14 00:00:00,2016,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
187940-80T,Retrieva,8.17,2019-07-01 00:00:00,2018-03-01 00:00:00,2016,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
226344-88T,Retrieva,1.69,2021-12-03 00:00:00,2019-07-01 00:00:00,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
124385-68T,Myelin Foundry,0.91,2019-09-04 00:00:00,2019-01-01 00:00:00,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215447-95T,Myelin Foundry,0.01,2020-08-01 00:00:00,2019-09-04 00:00:00,2019,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
137887-57T,Myelin Foundry,0,2020-12-14 00:00:00,2020-08-01 00:00:00,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
137888-38T,Myelin Foundry,1.4,2021-05-12 00:00:00,2020-12-14 00:00:00,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
219587-77T,Myelin Foundry,0,2021-07-14 00:00:00,2021-05-12 00:00:00,2019,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
213504-94T,Myelin Foundry,2.78,2023-01-23 00:00:00,2021-07-14 00:00:00,2019,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
258762-61T,Myelin Foundry,3.73,2024-04-30 00:00:00,2023-01-23 00:00:00,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40596-67T,Mobiotics,0.03,2012-04-10 00:00:00,2011-01-01 00:00:00,2011,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
223763-14T,Mobiotics,0.08,2013-04-01 00:00:00,2012-04-10 00:00:00,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
40596-94T,Mobiotics,0,2013-07-26 00:00:00,2013-04-01 00:00:00,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
105084-37T,Mobiotics,0,2018-05-01 00:00:00,2013-07-26 00:00:00,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
228420-01T,Face Tag,0.76,2020-12-06 00:00:00,2019-01-01 00:00:00,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
189754-30T,Aperiam Bio,8.34,2023-11-29 00:00:00,2018-01-01 00:00:00,2018,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127024-21T,Octant (,0,2017-09-01 00:00:00,2017-01-01 00:00:00,2017,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
134535-25T,BrainBox AI,3.32,2019-05-09 00:00:00,2017-01-01 00:00:00,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134904-43T,BrainBox AI,1.71,2019-10-03 00:00:00,2019-05-09 00:00:00,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
134904-70T,BrainBox AI,7.92,2020-03-23 00:00:00,2019-10-03 00:00:00,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
182918-44T,BrainBox AI,6.65,2020-12-18 00:00:00,2020-03-23 00:00:00,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
265392-28T,BrainBox AI,0,2022-07-07 00:00:00,2020-12-18 00:00:00,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
182435-86T,BrainBox AI,29.28,2022-07-26 00:00:00,2022-07-07 00:00:00,2017,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
265392-10T,BrainBox AI,0,2023-01-01 00:00:00,2022-07-26 00:00:00,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
215431-66T,BrainBox AI,27.37,2023-04-27 00:00:00,2023-01-01 00:00:00,2017,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
268188-40T,BrainBox AI,0,2023-10-01 00:00:00,2023-04-27 00:00:00,2017,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
36838-54T,Solvvy,0,2013-06-05 00:00:00,2013-01-01 00:00:00,2013,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
36838-72T,Solvvy,0.36,2014-04-07 00:00:00,2013-06-05 00:00:00,2013,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
71709-49T,Solvvy,4.23,2016-12-12 00:00:00,2014-04-07 00:00:00,2013,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
95406-04T,Solvvy,10.18,2017-10-23 00:00:00,2016-12-12 00:00:00,2013,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
110651-95T,Yomdle,0.28,2017-01-01 00:00:00,2016-01-01 00:00:00,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169885-00T,Inference Analytics,0.77,2018-01-31 00:00:00,2018-01-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210728-17T,Inference Analytics,0.37,2018-10-01 00:00:00,2018-01-31 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
210728-26T,Inference Analytics,0.09,2019-08-20 00:00:00,2018-10-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
210728-44T,Inference Analytics,0.12,2020-02-01 00:00:00,2019-08-20 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
210728-62T,Inference Analytics,0.27,2021-01-31 00:00:00,2020-02-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
210728-71T,Inference Analytics,0.1,2022-07-31 00:00:00,2021-01-31 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31496-59T,Cinnamon AI,1.47,2014-02-10 00:00:00,2012-01-01 00:00:00,2012,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
115239-16T,Cinnamon AI,9.19,2018-06-04 00:00:00,2014-02-10 00:00:00,2012,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
196266-43T,Cinnamon AI,0,2018-11-26 00:00:00,2018-06-04 00:00:00,2012,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
106903-00T,Cinnamon AI,13.17,2019-01-28 00:00:00,2018-11-26 00:00:00,2012,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1
135532-72T,Cinnamon AI,11.91,2020-04-22 00:00:00,2019-01-28 00:00:00,2012,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
196267-60T,Cinnamon AI,0,2022-03-24 00:00:00,2020-04-22 00:00:00,2012,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
199942-48T,Cinnamon AI,9.4,2022-06-15 00:00:00,2022-03-24 00:00:00,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
227558-26T,Cinnamon AI,1.94,2023-07-05 00:00:00,2022-06-15 00:00:00,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
274060-36T,Westlake Robotics,0,2021-06-07 00:00:00,2021-01-01 00:00:00,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
274060-90T,Westlake Robotics,0,2023-11-29 00:00:00,2021-06-07 00:00:00,2021,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
166397-23T,Archimigo,0.05,2020-06-10 00:00:00,2019-01-01 00:00:00,2019,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
155045-26T,Archimigo,0,2020-07-12 00:00:00,2020-06-10 00:00:00,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
256094-74T,Saanketh,0,2021-09-17 00:00:00,2021-01-01 00:00:00,2021,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
265631-86T,Saanketh,0,2023-02-01 00:00:00,2021-09-17 00:00:00,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
233651-53T,Fabeee,0.08,2016-04-01 00:00:00,2010-01-01 00:00:00,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171026-65T,Fabeee,0.85,2021-04-26 00:00:00,2016-04-01 00:00:00,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
84931-93T,Headai,0,2016-01-01 00:00:00,2015-01-01 00:00:00,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168389-65T,Botika,0,2021-01-01 00:00:00,2019-01-01 00:00:00,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
276946-57T,Botika,0,2024-10-01 00:00:00,2021-01-01 00:00:00,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
68156-20T,Heuritech,0,2016-03-28 00:00:00,2013-01-01 00:00:00,2013,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
81216-10T,Heuritech,1.12,2017-01-17 00:00:00,2016-03-28 00:00:00,2013,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
129818-44T,Heuritech,0,2019-04-19 00:00:00,2017-01-17 00:00:00,2013,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
122880-43T,Heuritech,4.08,2019-09-02 00:00:00,2019-04-19 00:00:00,2013,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
264703-33T,Heuritech,0,2020-01-01 00:00:00,2019-09-02 00:00:00,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
224618-32T,Heuritech,0,2020-01-01 00:00:00,2020-01-01 00:00:00,2013,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
165270-16T,Humanz,0.09,2017-03-01 00:00:00,2017-01-01 00:00:00,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
196251-40T,Humanz,0.41,2018-03-01 00:00:00,2017-03-01 00:00:00,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
165270-61T,Humanz,0.89,2019-04-01 00:00:00,2018-03-01 00:00:00,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165270-88T,Humanz,2.46,2021-01-14 00:00:00,2019-04-01 00:00:00,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
185420-17T,Humanz,7.09,2021-12-20 00:00:00,2021-01-14 00:00:00,2017,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
225301-42T,Humanz,7.02,2023-06-05 00:00:00,2021-12-20 00:00:00,2017,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
124627-69T,Medsien,0.95,2019-01-01 00:00:00,2018-01-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124629-13T,Medsien,0,2019-05-17 00:00:00,2019-01-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
195882-76T,Medsien,0.09,2020-01-01 00:00:00,2019-05-17 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
195883-57T,Medsien,4.8,2022-06-01 00:00:00,2020-01-01 00:00:00,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
202935-61T,Deep Talk,0.03,2020-12-10 00:00:00,2020-01-01 00:00:00,2020,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
202935-79T,Deep Talk,0.08,2021-01-01 00:00:00,2020-12-10 00:00:00,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
71998-39T,DataProphet,0,2016-06-14 00:00:00,2013-01-01 00:00:00,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107439-22T,DataProphet,1.22,2018-03-01 00:00:00,2016-06-14 00:00:00,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
250251-76T,DataProphet,0,2019-05-03 00:00:00,2018-03-01 00:00:00,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
265409-47T,DataProphet,0,2019-07-01 00:00:00,2019-05-03 00:00:00,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
278497-45T,DataProphet,0,2020-10-08 00:00:00,2019-07-01 00:00:00,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
